0.027169070995959287, 0.6651470269317019, "O"
0.0742057313930711, 0.2339919498018431, "O3"
0.027169070995959287, 0.3348696549472495, "O2"
0.0030440915618068047, 0.5559760448218256, "O(1D)"
0.7859998093981481, 0.10908518958955428, "N2"
0.012137830521725264, 0.3887282927050143, "OH"
0.047943749839915215, 0.2830605051749572, "HO2"
0.4841289345379555, 1.0, "H2O"
0.8626559052768792, 0.18825500396790407, "N2O"
0.6942063267354172, 0.0495165829792406, "NO"
0.4841289345379555, 0.0, "NO2"
0.591867438950296, 0.01253619371951089, "NO3"
0.6440406577286859, 0.028058920396456768, "N2O5"
0.5383558536574673, 0.003143819244692183, "HNO3"
0.6440406577286859, 0.9719506121058012, "H"
0.591867438950296, 0.987464759530715, "H2"
0.3242402866319568, 0.9719506121058012, "CH4"
0.14180016295766076, 0.8535569340612988, "CH3"
0.0, 0.4999964253116532, "CH3O2"
0.0030440915618068047, 0.44401680580148084, "CH3OOH"
0.012137830521725264, 0.6112645579182922, "CH3O"
0.0742057313930711, 0.7660247320771084, "CH2O"
0.18228344249096776, 0.8909243429127037, "CHO"
0.8264738588175623, 0.8535569340612988, "CO"
0.047943749839915215, 0.7169323454483493, "CO2"
0.3764135054103466, 0.987464759530715, "H2O2"
0.8626559052768792, 0.8117569116599185, "COS"
0.7859998093981481, 0.8909243429127037, "SH"
0.920344117106147, 0.7169323454483493, "SO"
0.9411118733646834, 0.6651470269317019, "CS2"
0.8940613677967325, 0.7660247320771084, "CS"
0.9561338837250248, 0.6112645579182922, "S"
0.5383558536574673, 0.9968542742548563, "H2S"
0.3764135054103466, 0.01253619371951089, "HSO"
0.3242402866319568, 0.028058920396456768, "SO2"
0.14180016295766076, 0.14644783218983023, "SO3"
0.4299250907031755, 0.003143819244692183, "HSO2"
0.18228344249096776, 0.10908518958955428, "HSO3"
0.10562503908376353, 0.18825500396790407, "H2SO4"
0.2740746176252255, 0.0495165829792406, "CH3SCH3"
0.22656260636264056, 0.07663893502884774, "CH4O3S"
0.0808168004687052, 0.16782446850342098, "SO4"
0.2740746176252255, 0.9504786507696305, "CH3OH"
0.9561338837250248, 0.3887282927050143, "S2O2"
0.9411118733646834, 0.3348696549472495, "S2O"
0.9652255459093174, 0.5559760448218256, "S2"
0.9652255459093174, 0.44401680580148084, "S3"
0.9682714834939027, 0.4999964253116532, "S4"
1.0, 0.4999964253116532, "S8"
0.22656260636264056, 0.9233586818455878, "CH2"
0.10562503908376353, 0.8117569116599185, "CH"
0.4299250907031755, 0.9968542742548563, "CH2OH"
0.8264738588175623, 0.14644783218983023, "N"
0.7417183379980022, 0.9233586818455878, "NH2"
0.920344117106147, 0.2830605051749572, "N2H4"
0.8940613677967325, 0.2339919498018431, "N2H3"
0.7417183379980022, 0.07663893502884774, "NH"
0.6942063267354172, 0.9504786507696305, "NH3"

map
1, 0, 1
2, 2, 1
3, 0, 2
4, 0, 2
5, 1, 2
6, 1, 2
7, 3, 2
8, 3, 2
9, 1, 2
10, 1, 2
11, 3, 2
12, 3, 0
13, 3, 0
14, 1, 2
15, 1, 0
16, 1, 0
17, 3, 0
18, 3, 4
19, 4, 0
20, 4, 4
21, 3, 0
22, 3, 2
23, 2, 0
24, 2, 2
25, 5, 6
26, 5, 2
27, 1, 6
28, 1, 2
29, 6, 5
30, 6, 2
31, 6, 2
32, 1, 5
33, 1, 2
34, 1, 2
35, 5, 7
36, 5, 2
37, 6, 7
38, 6, 2
39, 3, 5
40, 3, 5
41, 7, 5
42, 7, 5
43, 3, 8
44, 4, 8
45, 3, 4
46, 3, 2
47, 8, 4
48, 8, 2
49, 3, 9
50, 3, 9
51, 8, 9
52, 8, 9
53, 0, 9
54, 0, 2
55, 10, 9
56, 10, 2
57, 9, 10
58, 9, 2
