 altitude/km, O2->O+O, O3->O2+O(1D), O3->O2+O, HO2->OH+O, H2O->OH+H, H2O->H2+O, N2O->N2+O(1D), NO2->NO+O, NO3->NO+O2, NO3->O+NO2, N2O5->NO2+NO3, N2O5->O+NO+NO3, HNO3->OH+NO2, HNO3->H+NO3, CH4->CH3+H, CH3OOH->CH3O+OH, CH2O->H+CHO, CH2O->H2+CO, CO2->CO+O, H2O2->OH+OH, H2O2->H+HO2, COS->CO+S, SO->S+O, CS2->CS+S, H2S->SH+H, SO2->SO+O, SO3->SO2+O, H2SO4->SO2+OH+OH, S2O2->SO+SO, S2O->SO+S, N2H4->H+N2H3, NH3->H+NH2, NH3->H2+NH
           1  3.154341812585857E-007  6.610110487392235E-002  7.902044258879363E-003  1.572526021312459E-002  3.381354451172101E-006  0.000000000000000E+000  6.334921136444996E-005  1.487631265228074E-002  4.843578810487166E-003  4.506944344061459E-002  8.569990381777526E-003  1.823022178882137E-002  3.745688732730412E-003  9.398781022331439E-005  0.000000000000000E+000  6.551521475100623E-004  2.160282717912912E-004  1.487165492037838E-004  1.491814050918511E-019  1.666020976922258E-003  1.023081862954101E-004  2.632641380705021E-004  1.152315439103073E-002  0.152073535038572       1.036493579763502E-002  1.165113392319540E-002  1.473327337973964E-003  7.145746454038940E-007  0.297013639316080       0.123120815586303       8.451303968340339E-003  8.442083918920136E-003  0.000000000000000E+000
           2  3.505409636674678E-007  6.615473117452114E-002  7.914341640361438E-003  1.583769727855364E-002  4.099408206939656E-006  0.000000000000000E+000  6.552635437062713E-005  1.501084499485213E-002  4.843676573430963E-003  4.506985041092502E-002  8.684203933205192E-003  1.856341008741433E-002  3.816253229018882E-003  9.736354561005674E-005  0.000000000000000E+000  6.566936571730966E-004  2.163403801502264E-004  1.489003959647955E-004  2.989286392565388E-018  1.682438608808680E-003  1.047773888026488E-004  2.663763426992936E-004  1.166671487094386E-002  0.153839001894171       1.048934239136168E-002  1.179372897791697E-002  1.494323186301622E-003  7.529144386647736E-007  0.297041453139545       0.123216234625341       8.577219033516360E-003  8.597789745020401E-003  0.000000000000000E+000
           3  3.702041796851673E-007  6.615962340223387E-002  7.917505324740254E-003  1.586788548356192E-002  4.520548400039541E-006  0.000000000000000E+000  6.655186652089476E-005  1.506907188545238E-002  4.843677739194396E-003  4.506985526286891E-002  8.727963512711937E-003  1.870048791725975E-002  3.843517780925702E-003  9.896774732403606E-005  0.000000000000000E+000  6.567276535049489E-004  2.163853262032451E-004  1.489266022061666E-004  3.589899422837501E-017  1.688670915674956E-003  1.058624124294099E-004  2.674907962394131E-004  1.170747464564617E-002  0.154272695600215       1.052711365004429E-002  1.182811256824761E-002  1.502069078203390E-003  7.729809401236359E-007  0.297043003147552       0.123228821812226       8.623249035104360E-003  8.655274352576351E-003  0.000000000000000E+000
           4  3.815083261987044E-007  6.616178936676194E-002  7.919217621267377E-003  1.588424503383108E-002  4.765171655898499E-006  0.000000000000000E+000  6.713056691204085E-005  1.510157450592413E-002  4.843677739633163E-003  4.506985526469529E-002  8.752322783129571E-003  1.877722134152504E-002  3.858593213304506E-003  9.987352479531415E-005  0.000000000000000E+000  6.567326223562005E-004  2.164049842671275E-004  1.489380518508847E-004  2.953206994786415E-016  1.692156725927717E-003  1.064738049721550E-004  2.681244991245516E-004  1.172901784849653E-002  0.154495728567686       1.054758186409270E-002  1.184643068485336E-002  1.506372218820087E-003  7.844437379856654E-007  0.297043582045177       0.123234283312101       8.648712352579555E-003  8.686924531742695E-003  0.000000000000000E+000
           5  3.879319133409114E-007  6.616301631352992E-002  7.920185879227951E-003  1.589343807241603E-002  4.904845643598102E-006  0.000000000000000E+000  6.745739465336971E-005  1.511986640070467E-002  4.843677739658648E-003  4.506985526480137E-002  8.766054491681744E-003  1.882051789191030E-002  3.867059567275710E-003  1.003851232316777E-004  0.000000000000000E+000  6.567353296488157E-004  2.164162319983427E-004  1.489446028029857E-004  1.780118289307877E-015  1.694126744672729E-003  1.068194185531392E-004  2.684860519223658E-004  1.174107951066247E-002  0.154618740343024       1.055904321451510E-002  1.185665876116376E-002  1.508797920999740E-003  7.909446273096422E-007  0.297043912976875       0.123237407400577       8.663034633528570E-003  8.704679137640323E-003  0.000000000000000E+000
           6  3.914508221805917E-007  6.616371994221909E-002  7.920718812620986E-003  1.589844546821738E-002  4.981554865047375E-006  0.000000000000000E+000  6.763585492239297E-005  1.512984040221464E-002  4.843677739661416E-003  4.506985526481284E-002  8.773546525959967E-003  1.884414899940600E-002  3.871668933231081E-003  1.006644893772944E-004  0.000000000000000E+000  6.567369429191401E-004  2.164230021721650E-004  1.489485458936299E-004  8.307953543630228E-015  1.695203155716629E-003  1.070082342851264E-004  2.686845596389335E-004  1.174763653393453E-002  0.154685072141059       1.056527372130444E-002  1.186221069578281E-002  1.510121229915467E-003  7.945022232935569E-007  0.297044112148439       0.123239287781841       8.670838620768076E-003  8.714339032352672E-003  0.000000000000000E+000
           7  3.933276187313975E-007  6.616412797896527E-002  7.921006571828492E-003  1.590110775704312E-002  5.022528952940288E-006  0.000000000000000E+000  6.773086332149271E-005  1.513514945051243E-002  4.843677739661761E-003  4.506985526481429E-002  8.777534086620367E-003  1.885672678593426E-002  3.874118835329284E-003  1.008132220117811E-004  0.000000000000000E+000  6.567379428273236E-004  2.164272232888291E-004  1.489510043520140E-004  3.071959763219155E-014  1.695776609684744E-003  1.071087856503432E-004  2.687905744858716E-004  1.175111860307802E-002  0.154720142416558       1.056858235992546E-002  1.186515681378496E-002  1.510825384757014E-003  7.963986076209712E-007  0.297044236323132       0.123240460158758       8.674988341458283E-003  8.719470829369049E-003  0.000000000000000E+000
           8  3.942954850620077E-007  6.616435971650356E-002  7.921157349171301E-003  1.590247725340153E-002  5.043694337762783E-006  0.000000000000000E+000  6.777978687216945E-005  1.513788399307082E-002  4.843677739661803E-003  4.506985526481446E-002  8.779587257077774E-003  1.886320248522691E-002  3.875378639809742E-003  1.008898117050412E-004  0.000000000000000E+000  6.567385497898829E-004  2.164297950144542E-004  1.489525021708158E-004  9.277574223860592E-014  1.696072144167206E-003  1.071605784209416E-004  2.688453296945346E-004  1.175290790214175E-002  0.154738117667511       1.057028251719605E-002  1.186667054264572E-002  1.511187845146303E-003  7.973762460759596E-007  0.297044311974738       0.123241174426059       8.677123098392747E-003  8.722107789146876E-003  0.000000000000000E+000
           9  3.947920740938445E-007  6.616449011483709E-002  7.921235930366938E-003  1.590317639715564E-002  5.054602446887952E-006  0.000000000000000E+000  6.780481470471583E-005  1.513928219438672E-002  4.843677739661810E-003  4.506985526481448E-002  8.780637117296684E-003  1.886651418301320E-002  3.876021208661826E-003  1.009289937073693E-004  0.000000000000000E+000  6.567389110892628E-004  2.164313291367130E-004  1.489533956699071E-004  2.347587342388481E-013  1.696223524185859E-003  1.071870930442139E-004  2.688735432749520E-004  1.175381938950270E-002  0.154747254926519       1.057114852118177E-002  1.186744256591279E-002  1.511373132223803E-003  7.978776652621186E-007  0.297044357102806       0.123241600508718       8.678213043385436E-003  8.723449807895444E-003  0.000000000000000E+000
          10  3.950529113941357E-007  6.616456291784703E-002  7.921277497960486E-003  1.590353809479542E-002  5.060414154467252E-006  0.000000000000000E+000  6.781784567820972E-005  1.514000714654137E-002  4.843677739661812E-003  4.506985526481448E-002  8.781182563590693E-003  1.886823671709804E-002  3.876352692471243E-003  1.009493955133203E-004  0.000000000000000E+000  6.567391205718286E-004  2.164322194903913E-004  1.489539142268273E-004  5.085445695375952E-013  1.696302553345778E-003  1.072009297917703E-004  2.688885672232126E-004  1.175428791546006E-002  0.154751934053465       1.057159351352929E-002  1.186784135661868E-002  1.511469385328660E-003  7.981408224377878E-007  0.297044383293454       0.123241847792231       8.678777202402968E-003  8.724137086204793E-003  0.000000000000000E+000
