 #layer O O2 O3 O(1D) N2 OH HO2 H2O N2O NO NO2 NO3 N2O5 HNO3 H H2 CH4 CH3 CH3O2 CH3OOH CH3O CH2O CHO CO CO2 H2O2 COS SH SO CS2 CS S H2S HSO SO2 SO3 HSO2 HSO3 H2SO4 CH3SCH3 CH4O3S SO4 CH3OH S2O2 S2O S2 S3 S4 S8 CH2 CH CH2OH N NH2 N2H4 N2H3 NH NH3 HOCO O(3P) CH2CO COCOOH
    1  0.32775134E+009  0.22600000E+012  0.60300536E+007  0.28495782E-003  0.22300000E+020  0.14057561E+008  0.14768959E+010  0.19358000E+014  0.10079112E+009  0.26143742E+008  0.96019803E+007  0.65566986E+003  0.70558246E+000  0.36481898E+006  0.52108758E+009  0.17027106E+014  0.22600000E+016  0.41211085E+009  0.28744457E+010  0.29214333E+011  0.18392196E+010  0.18073189E+012  0.79173938E+008  0.25085858E+014  0.22600000E+018  0.40387151E+010  0.63962514E-002  0.12266813E+006  0.74982592E+009  0.19498329E-038  0.45724656E-037  0.16536930E+008  0.30414474E+007  0.20799875E+006  0.27472182E+010  0.22042029E+007  0.28196513E+003  0.38662468E+006  0.19840610E+010  0.52388755E-022  0.18748317E-017  0.16018314E+007  0.36263920E+013  0.18804753E+008  0.37790042E+004  0.21815238E+004  0.14187304E+005  0.34299961E+006  0.13308110E+008  0.24033573E-009  0.13728609E-006  0.16812073E+009  0.15790359E+008  0.12599419E+008  0.12015406E+007  0.73494861E+007  0.65308998E+007  0.58940125E+008  0.57705706E+007  0.43306028E+012  0.27867094E+015  0.71080291E-002
    2  0.30696658E+008  0.80241253E+009  0.24573162E+004  0.82710884E-006  0.19700000E+020  0.22878178E+007  0.20653125E+008  0.95005693E+013  0.13510774E+008  0.64383486E+007  0.34674144E+005  0.22181529E+001  0.25206110E-003  0.10780687E+004  0.38441919E+009  0.19953117E+014  0.19964388E+016  0.20200366E+009  0.19021641E+008  0.39956552E+009  0.42102103E+008  0.26746603E+011  0.22452108E+009  0.23794350E+014  0.19900000E+018  0.25230879E+008  0.24571200E-003  0.18009887E+004  0.87015479E+008  0.35586350E-042  0.81854291E-039  0.49044097E+009  0.72603237E+004  0.15886813E+006  0.79675520E+007  0.67649375E+005  0.21962134E+003  0.61478279E+005  0.59451247E+009  0.44895310E-024  0.16558379E-017  0.14154611E+007  0.21093882E+013  0.22429435E+006  0.55150176E+001  0.50175555E+006  0.50109872E+006  0.40151364E+007  0.13212386E+008  0.35645899E-010  0.20284024E-007  0.18032209E+008  0.80409156E+006  0.16468018E+007  0.21285596E+005  0.24326589E+006  0.94104533E+006  0.44665617E+007  0.98044302E+005  0.37389715E+013  0.24616532E+015  0.14192381E-003
    3  0.50628483E+006  0.45671260E+007  0.44539157E+000  0.96420328E-007  0.17200000E+020  0.15303659E+007  0.13098217E+006  0.49864395E+013  0.16175815E+007  0.15602511E+007  0.76311293E+002  0.60520952E-002  0.86053654E-007  0.28384528E+001  0.28684189E+009  0.20469776E+014  0.17430327E+016  0.13013637E+009  0.12780649E+006  0.54347943E+007  0.13776392E+008  0.11725333E+011  0.19033587E+009  0.23327679E+014  0.17400000E+018  0.14923263E+006  0.79668553E-005  0.97255328E+001  0.17316009E+007  0.29875385E-046  0.33648549E-039  0.17273772E+009  0.16540462E+002  0.13854487E+006  0.40786480E+005  0.13302276E+005  0.17752026E+003  0.51099385E+005  0.18718775E+009  0.70840428E-025  0.14454297E-017  0.12365573E+007  0.13599845E+013  0.84417133E+002  0.45821906E-003  0.19246489E+006  0.19293139E+006  0.14795904E+007  0.22698993E+007  0.89569425E-011  0.56480472E-008  0.88859906E+007  0.28195608E+005  0.86380727E+006  0.54036401E+004  0.63119591E+005  0.23580198E+006  0.14993384E+007  0.31590034E+005  0.70921868E+013  0.21492344E+015  0.56105653E-004
    4  0.16252353E+006  0.40511484E+005  0.51458854E-003  0.13546248E-007  0.15000000E+020  0.10511054E+007  0.11598273E+004  0.26955707E+013  0.19850350E+006  0.51405836E+006  0.28466789E+000  0.15950691E-004  0.29238098E-010  0.73977464E-002  0.21340049E+009  0.19795916E+014  0.15198922E+016  0.84991311E+008  0.12071181E+004  0.74270111E+005  0.79192638E+007  0.67086894E+010  0.16258010E+009  0.23678664E+014  0.15100000E+018  0.38952083E+004  0.25641570E-006  0.41784463E-001  0.46674322E+006  0.20206537E-050  0.19563899E-039  0.78030566E+008  0.37886900E-001  0.12076293E+006  0.83226783E+004  0.25398928E+004  0.15386260E+003  0.45190476E+005  0.62683908E+008  0.17009089E-025  0.12602334E-017  0.10792246E+007  0.96336412E+012  0.49031412E+001  0.64752347E-006  0.90864708E+005  0.91211051E+005  0.67612062E+006  0.49222783E+006  0.22403564E-011  0.16621950E-008  0.52070459E+007  0.24953929E+004  0.55014551E+006  0.21460655E+004  0.33054055E+005  0.11587835E+006  0.61691118E+006  0.14104647E+005  0.10310487E+014  0.18741912E+015  0.32168176E-004
    5  0.87661916E+005  0.26596683E+004  0.15293187E-004  0.22101940E-008  0.12900000E+020  0.67432974E+006  0.76910804E+002  0.14371473E+013  0.28017808E+005  0.20428093E+006  0.74760661E-002  0.61202380E-007  0.98500309E-014  0.28939054E-004  0.15421822E+009  0.18278336E+014  0.13070840E+016  0.51369954E+008  0.53605844E+002  0.10125942E+004  0.49397901E+007  0.40378406E+010  0.13874676E+009  0.24262110E+014  0.13100000E+018  0.11953126E+004  0.82239733E-008  0.11843727E-002  0.16584595E+006  0.15404968E-054  0.11968508E-039  0.43362802E+008  0.40512359E-003  0.10381127E+006  0.24362784E+004  0.45043655E+003  0.13153939E+003  0.38804251E+005  0.22119192E+008  0.51513056E-026  0.10836814E-017  0.92923626E+006  0.72708512E+012  0.53229707E+000  0.23684166E-007  0.52887931E+005  0.53088071E+005  0.37787622E+006  0.15391051E+006  0.46962683E-012  0.42333462E-009  0.30797078E+007  0.99944569E+003  0.37332294E+006  0.96523080E+003  0.20485540E+005  0.85305719E+005  0.25963727E+006  0.66957233E+004  0.13156744E+014  0.16119043E+015  0.20026858E-004
    6  0.89129894E+005  0.18038295E+004  0.97146400E-005  0.53599585E-009  0.11100000E+020  0.40393239E+006  0.49399165E+002  0.75509510E+012  0.58958458E+004  0.10802486E+006  0.30091996E-002  0.56409975E-008  0.33169593E-017  0.27904195E-005  0.10699149E+009  0.16563624E+014  0.11244822E+016  0.29005171E+008  0.30974818E+002  0.13852447E+002  0.31887876E+007  0.25174568E+010  0.11820229E+009  0.25170445E+014  0.11200000E+018  0.39805053E+003  0.26484031E-009  0.31372362E-003  0.63062953E+005  0.51766837E-058  0.69263705E-040  0.27550044E+008  0.57211512E-004  0.89266324E+005  0.78268685E+003  0.73788183E+002  0.11239265E+003  0.33188487E+005  0.83669230E+007  0.17267439E-026  0.93222825E-018  0.80067289E+006  0.57960096E+012  0.66219000E-001  0.11198162E-008  0.35044803E+005  0.35179019E+005  0.24053592E+006  0.61211704E+005  0.82672899E-013  0.90346275E-010  0.18210365E+007  0.15598276E+004  0.24237070E+006  0.39801763E+003  0.12154857E+005  0.68390340E+005  0.10052215E+006  0.32097178E+004  0.15727377E+014  0.13868635E+015  0.12908690E-004
    7  0.22857948E+006  0.33585300E+004  0.42062958E-004  0.25182138E-009  0.94100000E+019  0.22863858E+006  0.82324886E+002  0.38528531E+012  0.23727518E+004  0.86518402E+005  0.49984778E-002  0.49790457E-008  0.35950813E-020  0.24642144E-005  0.72497591E+008  0.14626696E+014  0.95314458E+015  0.15395406E+008  0.55422649E+002  0.18864732E+000  0.20951015E+007  0.15337346E+010  0.97340232E+008  0.25848466E+014  0.95100000E+017  0.11805899E+003  0.85383952E-011  0.95886872E-004  0.24632095E+005  0.60937426E-061  0.33311037E-040  0.19002113E+008  0.97917224E-005  0.75623088E+005  0.27662545E+003  0.11080497E+002  0.94508625E+002  0.27914067E+005  0.33728352E+007  0.47197487E-027  0.79015440E-018  0.68005812E+006  0.47101924E+012  0.85645730E-002  0.56564494E-010  0.25036013E+005  0.25109916E+005  0.16505555E+006  0.27027808E+005  0.12519346E-013  0.17014465E-010  0.10593914E+007  0.46109193E+004  0.13179642E+006  0.11469255E+003  0.52726880E+004  0.51721644E+005  0.31398213E+005  0.15055083E+004  0.17771892E+014  0.11757002E+015  0.81692433E-005
    8  0.72175623E+006  0.75267355E+004  0.26712559E-003  0.16325247E-009  0.79200000E+019  0.12481266E+006  0.15992042E+003  0.19429375E+012  0.13096982E+004  0.92015473E+005  0.12573769E-001  0.65313315E-008  0.80330628E-020  0.32312219E-005  0.48549223E+008  0.12754996E+014  0.80207877E+015  0.78359164E+007  0.11898414E+003  0.28256918E-002  0.14116923E+007  0.91491348E+009  0.78041999E+008  0.26392959E+014  0.80100000E+017  0.32963261E+002  0.28241053E-012  0.28238675E-004  0.99626163E+004  0.73290955E-064  0.11831344E-040  0.14027801E+008  0.15746195E-005  0.63596027E+005  0.10977557E+003  0.15732920E+001  0.78782408E+002  0.23271111E+005  0.14637704E+007  0.72856447E-028  0.66491579E-018  0.57377299E+006  0.38731762E+012  0.11791879E-002  0.31494207E-011  0.18363010E+005  0.18369969E+005  0.11820296E+006  0.12244538E+005  0.16780417E-014  0.29134849E-011  0.61224226E+006  0.10344758E+005  0.52206583E+005  0.17539598E+002  0.13637253E+004  0.30408249E+005  0.70168920E+004  0.69664082E+003  0.19414677E+014  0.98952019E+014  0.51463136E-005
    9  0.20369234E+007  0.14997318E+005  0.13348684E-002  0.75678455E-010  0.66100000E+019  0.66360651E+005  0.26302385E+003  0.97100822E+011  0.51203078E+003  0.95527448E+005  0.25700973E-001  0.67633034E-008  0.16604163E-019  0.33459706E-005  0.32405795E+008  0.11032821E+014  0.66924975E+015  0.38725445E+007  0.22297885E+003  0.89702491E-003  0.10116576E+007  0.53098144E+009  0.60958592E+008  0.26986348E+014  0.66800000E+017  0.92013208E+001  0.96256843E-014  0.69962578E-005  0.41561719E+004  0.70335440E-067  0.26873807E-041  0.10857814E+008  0.20620390E-006  0.53020741E+005  0.47980015E+002  0.25686458E+000  0.64966327E+002  0.19191778E+005  0.67448136E+006  0.47877258E-029  0.55481720E-018  0.48044586E+006  0.31872952E+012  0.17127334E-003  0.19080410E-012  0.12527422E+005  0.12551515E+005  0.84068924E+005  0.52243592E+004  0.20352411E-015  0.46694599E-012  0.35710758E+006  0.13297625E+005  0.12474838E+005  0.98140782E+000  0.19945330E+003  0.10471945E+005  0.93667687E+003  0.31690303E+003  0.20906585E+014  0.82582177E+014  0.32430384E-005
   10  0.50096768E+007  0.24690435E+005  0.47470086E-002  0.16749374E-010  0.54500000E+019  0.30903121E+005  0.33814827E+003  0.43910246E+011  0.90342653E+002  0.85749050E+005  0.36023873E-001  0.41886835E-008  0.14034746E-019  0.20729934E-005  0.19804626E+008  0.95664007E+013  0.55159081E+015  0.17455140E+007  0.34510110E+003  0.18819601E-002  0.78922701E+006  0.28975880E+009  0.45927466E+008  0.29053864E+014  0.55100000E+017  0.23656663E+001  0.29737646E-015  0.12675316E-005  0.15958048E+004  0.57687336E-070  0.27981185E-042  0.85698126E+007  0.18453054E-007  0.43640489E+005  0.20608778E+002  0.98364775E-001  0.52535411E+002  0.15522930E+005  0.29896313E+006  0.98118789E-031  0.45732099E-018  0.39844796E+006  0.25958532E+012  0.20818827E-004  0.89049310E-014  0.68126185E+004  0.69743187E+004  0.55548727E+005  0.19082891E+004  0.19720900E-016  0.56359417E-013  0.20753498E+006  0.94099391E+004  0.12214908E+004  0.96346559E-002  0.21259360E+002  0.14415182E+004  0.46573389E+002  0.12538705E+003  0.23644050E+014  0.68087519E+014  0.19045158E-005
